Date_Time (LST/LDT), Event, Speed (knots)
2024-10-19 05:24 PM, slack,-
2024-10-19 08:24 PM, ebb,-8.3
2024-10-20 12:18 AM, slack,-
2024-10-20 03:36 AM, flood,5.7
2024-10-20 06:42 AM, slack,-
2024-10-20 09:42 AM, ebb,-5.7
2024-10-20 12:48 PM, slack,-
2024-10-20 03:18 PM, flood,5.0
2024-10-20 06:12 PM, slack,-
2024-10-20 09:06 PM, ebb,-8.0
2024-10-21 01:06 AM, slack,-
2024-10-21 04:30 AM, flood,5.6
2024-10-21 07:42 AM, slack,-
2024-10-21 10:42 AM, ebb,-5.4
2024-10-21 01:48 PM, slack,-
2024-10-21 04:06 PM, flood,4.2
2024-10-21 07:00 PM, slack,-
2024-10-21 09:54 PM, ebb,-7.4
2024-10-22 01:54 AM, slack,-
2024-10-22 05:30 AM, flood,5.4
2024-10-22 08:36 AM, slack,-
2024-10-22 11:54 AM, ebb,-5.1
2024-10-22 02:54 PM, slack,-
2024-10-22 05:06 PM, flood,3.2
2024-10-22 07:48 PM, slack,-
2024-10-22 10:42 PM, ebb,-6.4
2024-10-23 02:48 AM, slack,-
2024-10-23 06:42 AM, flood,5.0
2024-10-23 09:30 AM, slack,-
2024-10-23 01:12 PM, ebb,-5.1
2024-10-23 04:06 PM, slack,-
2024-10-23 06:18 PM, flood,2.4
2024-10-23 08:48 PM, slack,-
2024-10-23 11:36 PM, ebb,-5.1
2024-10-24 03:42 AM, slack,-
2024-10-24 07:42 AM, flood,4.6
2024-10-24 10:24 AM, slack,-
2024-10-24 02:12 PM, ebb,-5.3
2024-10-24 05:12 PM, slack,-
2024-10-24 08:00 PM, flood,2.2
2024-10-24 10:00 PM, slack,-
2024-10-25 12:48 AM, ebb,-4.0
2024-10-25 04:42 AM, slack,-
2024-10-25 08:42 AM, flood,4.1
2024-10-25 11:18 AM, slack,-
2024-10-25 03:06 PM, ebb,-5.5
2024-10-25 06:18 PM, slack,-
2024-10-25 09:18 PM, flood,2.5
2024-10-25 11:18 PM, slack,-
2024-10-26 02:48 AM, ebb,-3.6
2024-10-26 05:48 AM, slack,-
2024-10-26 09:42 AM, flood,3.8
2024-10-26 12:00 PM, slack,-
2024-10-26 03:54 PM, ebb,-5.6
2024-10-26 07:00 PM, slack,-
2024-10-26 10:18 PM, flood,3.2
2024-10-27 12:30 AM, slack,-
2024-10-27 04:12 AM, ebb,-3.9
2024-10-27 06:48 AM, slack,-
2024-10-27 10:30 AM, flood,3.5
2024-10-27 12:42 PM, slack,-
2024-10-27 04:36 PM, ebb,-5.6
2024-10-27 07:36 PM, slack,-
2024-10-27 11:06 PM, flood,3.8
2024-10-28 01:24 AM, slack,-
2024-10-28 05:06 AM, ebb,-4.3
2024-10-28 07:42 AM, slack,-
2024-10-28 11:12 AM, flood,3.5
2024-10-28 01:18 PM, slack,-
2024-10-28 05:00 PM, ebb,-5.5
2024-10-28 08:12 PM, slack,-
2024-10-28 11:48 PM, flood,4.2
2024-10-29 02:06 AM, slack,-
2024-10-29 05:42 AM, ebb,-4.7
2024-10-29 08:30 AM, slack,-
2024-10-29 11:36 AM, flood,3.6
2024-10-29 01:54 PM, slack,-
2024-10-29 05:12 PM, ebb,-5.6
2024-10-29 08:42 PM, slack,-
2024-10-30 12:12 AM, flood,4.3
2024-10-30 02:48 AM, slack,-
2024-10-30 06:18 AM, ebb,-5.0
2024-10-30 09:12 AM, slack,-
2024-10-30 11:54 AM, flood,3.9
2024-10-30 02:36 PM, slack,-
2024-10-30 05:30 PM, ebb,-5.9
2024-10-30 09:18 PM, slack,-
2024-10-31 12:18 AM, flood,4.4
2024-10-31 03:30 AM, slack,-
2024-10-31 06:48 AM, ebb,-5.1
2024-10-31 09:54 AM, slack,-
2024-10-31 12:18 PM, flood,4.2
2024-10-31 03:12 PM, slack,-
2024-10-31 06:00 PM, ebb,-6.4
2024-10-31 09:54 PM, slack,-
2024-11-01 12:36 AM, flood,4.7
2024-11-01 04:06 AM, slack,-
2024-11-01 07:12 AM, ebb,-5.1
2024-11-01 10:30 AM, slack,-
2024-11-01 12:54 PM, flood,4.4
2024-11-01 03:48 PM, slack,-
2024-11-01 06:36 PM, ebb,-6.9
2024-11-01 10:30 PM, slack,-
2024-11-02 01:06 AM, flood,5.0
2024-11-02 04:54 AM, slack,-
2024-11-02 07:54 AM, ebb,-5.1
2024-11-02 11:18 AM, slack,-
2024-11-02 01:36 PM, flood,4.4
2024-11-02 04:24 PM, slack,-
2024-11-02 07:18 PM, ebb,-7.3
2024-11-02 11:06 PM, slack,-
2024-11-03 01:00 AM, flood,5.4
2024-11-03 04:36 AM, slack,-
2024-11-03 07:36 AM, ebb,-5.1
2024-11-03 11:06 AM, slack,-
2024-11-03 01:18 PM, flood,4.0
2024-11-03 04:00 PM, slack,-
2024-11-03 07:00 PM, ebb,-7.6
2024-11-03 10:42 PM, slack,-
2024-11-04 01:36 AM, flood,5.9
2024-11-04 05:30 AM, slack,-
2024-11-04 08:18 AM, ebb,-5.0
2024-11-04 12:00 PM, slack,-
2024-11-04 02:06 PM, flood,3.5
2024-11-04 04:36 PM, slack,-
2024-11-04 07:42 PM, ebb,-7.6
2024-11-04 11:18 PM, slack,-
2024-11-05 02:18 AM, flood,6.3
2024-11-05 06:18 AM, slack,-
2024-11-05 09:00 AM, ebb,-5.0
2024-11-05 12:54 PM, slack,-
2024-11-05 02:48 PM, flood,2.9
2024-11-05 05:12 PM, slack,-
2024-11-05 08:24 PM, ebb,-7.3
2024-11-06 12:00 AM, slack,-
2024-11-06 03:00 AM, flood,6.4
2024-11-06 07:06 AM, slack,-
2024-11-06 09:42 AM, ebb,-4.9
2024-11-06 01:54 PM, slack,-
2024-11-06 03:36 PM, flood,2.2
2024-11-06 05:54 PM, slack,-
2024-11-06 09:12 PM, ebb,-6.6
2024-11-07 12:42 AM, slack,-
2024-11-07 03:48 AM, flood,6.2
2024-11-07 07:48 AM, slack,-
2024-11-07 10:30 AM, ebb,-4.9
2024-11-07 02:54 PM, slack,-
2024-11-07 04:30 PM, flood,1.8
2024-11-07 06:54 PM, slack,-
2024-11-07 10:06 PM, ebb,-5.7
2024-11-08 01:30 AM, slack,-
2024-11-08 04:36 AM, flood,5.6
2024-11-08 08:36 AM, slack,-
2024-11-08 11:30 AM, ebb,-4.9
2024-11-08 03:54 PM, slack,-
2024-11-08 05:36 PM, flood,1.7
2024-11-08 08:12 PM, slack,-
2024-11-08 11:06 PM, ebb,-4.7
2024-11-09 02:36 AM, slack,-
2024-11-09 05:36 AM, flood,5.0
2024-11-09 09:24 AM, slack,-
2024-11-09 12:24 PM, ebb,-5.2
2024-11-09 04:48 PM, slack,-
2024-11-09 06:54 PM, flood,2.1
2024-11-09 09:42 PM, slack,-
2024-11-10 12:18 AM, ebb,-4.2
2024-11-10 03:48 AM, slack,-
2024-11-10 06:36 AM, flood,4.6
2024-11-10 10:18 AM, slack,-
2024-11-10 01:18 PM, ebb,-5.7
2024-11-10 05:30 PM, slack,-
2024-11-10 08:24 PM, flood,2.9
2024-11-10 11:00 PM, slack,-
2024-11-11 01:30 AM, ebb,-4.3
2024-11-11 05:06 AM, slack,-
2024-11-11 07:42 AM, flood,4.5
2024-11-11 11:12 AM, slack,-
2024-11-11 02:06 PM, ebb,-6.2
2024-11-11 06:18 PM, slack,-
2024-11-11 09:36 PM, flood,3.9
2024-11-12 12:06 AM, slack,-
2024-11-12 02:48 AM, ebb,-4.8
2024-11-12 06:06 AM, slack,-
2024-11-12 08:54 AM, flood,4.7
2024-11-12 12:00 PM, slack,-
2024-11-12 03:00 PM, ebb,-6.9
2024-11-12 07:00 PM, slack,-
2024-11-12 10:30 PM, flood,4.8
2024-11-13 01:00 AM, slack,-
2024-11-13 03:54 AM, ebb,-5.4
2024-11-13 07:06 AM, slack,-
2024-11-13 09:54 AM, flood,5.2
2024-11-13 12:48 PM, slack,-
2024-11-13 03:48 PM, ebb,-7.6
2024-11-13 07:48 PM, slack,-
2024-11-13 11:12 PM, flood,5.4
2024-11-14 01:54 AM, slack,-
2024-11-14 04:54 AM, ebb,-5.8
2024-11-14 08:00 AM, slack,-
2024-11-14 10:42 AM, flood,5.6
2024-11-14 01:36 PM, slack,-
2024-11-14 04:36 PM, ebb,-8.1
2024-11-14 08:36 PM, slack,-
2024-11-15 12:00 AM, flood,5.8
2024-11-15 02:48 AM, slack,-
2024-11-15 05:42 AM, ebb,-5.9
2024-11-15 08:48 AM, slack,-
2024-11-15 11:30 AM, flood,5.7
2024-11-15 02:24 PM, slack,-
2024-11-15 05:24 PM, ebb,-8.5
2024-11-15 09:24 PM, slack,-
2024-11-16 12:48 AM, flood,6.0
2024-11-16 03:42 AM, slack,-
2024-11-16 06:42 AM, ebb,-5.9
2024-11-16 09:42 AM, slack,-
2024-11-16 12:18 PM, flood,5.5
2024-11-16 03:12 PM, slack,-
2024-11-16 06:12 PM, ebb,-8.6
2024-11-16 10:12 PM, slack,-
2024-11-17 01:42 AM, flood,6.3
2024-11-17 04:36 AM, slack,-
2024-11-17 07:48 AM, ebb,-5.9
2024-11-17 10:36 AM, slack,-
2024-11-17 01:06 PM, flood,4.9
2024-11-17 04:00 PM, slack,-
2024-11-17 07:00 PM, ebb,-8.3
2024-11-17 10:54 PM, slack,-
2024-11-18 02:36 AM, flood,6.4
2024-11-18 05:30 AM, slack,-
2024-11-18 08:42 AM, ebb,-5.9
2024-11-18 11:36 AM, slack,-
2024-11-18 02:00 PM, flood,4.2
2024-11-18 04:42 PM, slack,-
2024-11-18 07:48 PM, ebb,-7.8
2024-11-18 11:36 PM, slack,-
2024-11-19 03:18 AM, flood,6.2
2024-11-19 06:24 AM, slack,-
2024-11-19 09:36 AM, ebb,-5.8
2024-11-19 12:42 PM, slack,-
2024-11-19 02:54 PM, flood,3.5
2024-11-19 05:36 PM, slack,-
2024-11-19 08:30 PM, ebb,-6.9
2024-11-20 12:24 AM, slack,-
2024-11-20 03:54 AM, flood,5.7
2024-11-20 07:12 AM, slack,-
2024-11-20 10:36 AM, ebb,-5.6
2024-11-20 01:42 PM, slack,-
2024-11-20 03:48 PM, flood,2.8
2024-11-20 06:30 PM, slack,-
2024-11-20 09:18 PM, ebb,-5.7
2024-11-21 01:12 AM, slack,-
2024-11-21 04:30 AM, flood,4.9
2024-11-21 07:54 AM, slack,-
2024-11-21 11:36 AM, ebb,-5.3
2024-11-21 02:42 PM, slack,-
2024-11-21 05:06 PM, flood,2.3
2024-11-21 07:30 PM, slack,-
2024-11-21 10:06 PM, ebb,-4.4
2024-11-22 02:06 AM, slack,-
2024-11-22 05:36 AM, flood,4.0
2024-11-22 08:36 AM, slack,-
2024-11-22 12:30 PM, ebb,-5.1
2024-11-22 03:36 PM, slack,-
2024-11-22 06:36 PM, flood,2.2
2024-11-22 08:42 PM, slack,-
2024-11-22 11:24 PM, ebb,-3.4
2024-11-23 03:12 AM, slack,-
2024-11-23 06:36 AM, flood,3.2
2024-11-23 09:18 AM, slack,-
2024-11-23 01:18 PM, ebb,-4.8
2024-11-23 04:30 PM, slack,-
2024-11-23 07:48 PM, flood,2.5
2024-11-23 09:54 PM, slack,-
2024-11-24 01:36 AM, ebb,-3.2
2024-11-24 04:18 AM, slack,-
2024-11-24 07:42 AM, flood,2.7
2024-11-24 10:06 AM, slack,-
2024-11-24 02:00 PM, ebb,-4.7
2024-11-24 05:12 PM, slack,-
2024-11-24 08:48 PM, flood,2.9
2024-11-24 11:00 PM, slack,-
2024-11-25 02:48 AM, ebb,-3.6
2024-11-25 05:24 AM, slack,-
2024-11-25 08:42 AM, flood,2.7
2024-11-25 10:54 AM, slack,-
2024-11-25 02:36 PM, ebb,-4.7
2024-11-25 05:54 PM, slack,-
2024-11-25 09:42 PM, flood,3.3
2024-11-25 11:54 PM, slack,-
2024-11-26 03:36 AM, ebb,-4.1
2024-11-26 06:12 AM, slack,-
2024-11-26 09:24 AM, flood,3.0
2024-11-26 11:42 AM, slack,-
2024-11-26 02:54 PM, ebb,-5.0
2024-11-26 06:30 PM, slack,-
2024-11-26 10:18 PM, flood,3.7
2024-11-27 12:36 AM, slack,-
2024-11-27 04:18 AM, ebb,-4.5
2024-11-27 07:00 AM, slack,-
2024-11-27 09:48 AM, flood,3.5
2024-11-27 12:18 PM, slack,-
2024-11-27 03:18 PM, ebb,-5.5
2024-11-27 07:06 PM, slack,-
2024-11-27 10:48 PM, flood,4.0
2024-11-28 01:18 AM, slack,-
2024-11-28 04:54 AM, ebb,-4.8
2024-11-28 07:42 AM, slack,-
2024-11-28 10:18 AM, flood,4.0
2024-11-28 01:00 PM, slack,-
2024-11-28 03:48 PM, ebb,-6.2
2024-11-28 07:48 PM, slack,-
2024-11-28 10:54 PM, flood,4.4
2024-11-29 02:00 AM, slack,-
2024-11-29 05:24 AM, ebb,-4.9
2024-11-29 08:24 AM, slack,-
2024-11-29 10:48 AM, flood,4.3
2024-11-29 01:36 PM, slack,-
2024-11-29 04:30 PM, ebb,-6.9
2024-11-29 08:24 PM, slack,-
2024-11-29 11:12 PM, flood,5.0
2024-11-30 02:48 AM, slack,-
2024-11-30 05:54 AM, ebb,-5.0
2024-11-30 09:06 AM, slack,-
2024-11-30 11:24 AM, flood,4.3
2024-11-30 02:12 PM, slack,-
2024-11-30 05:06 PM, ebb,-7.5
2024-11-30 09:00 PM, slack,-
2024-11-30 11:48 PM, flood,5.7
2024-12-01 03:36 AM, slack,-
2024-12-01 06:36 AM, ebb,-5.1
2024-12-01 10:00 AM, slack,-
2024-12-01 12:06 PM, flood,3.9
2024-12-01 02:48 PM, slack,-
2024-12-01 05:48 PM, ebb,-7.8
2024-12-01 09:36 PM, slack,-
2024-12-02 12:24 AM, flood,6.3
2024-12-02 04:24 AM, slack,-
2024-12-02 07:24 AM, ebb,-5.2
2024-12-02 10:48 AM, slack,-
2024-12-02 12:54 PM, flood,3.5
2024-12-02 03:24 PM, slack,-
2024-12-02 06:30 PM, ebb,-7.8
2024-12-02 10:12 PM, slack,-
2024-12-03 01:12 AM, flood,6.8
2024-12-03 05:06 AM, slack,-
2024-12-03 08:00 AM, ebb,-5.4
2024-12-03 11:42 AM, slack,-
2024-12-03 01:42 PM, flood,3.0
2024-12-03 04:06 PM, slack,-
2024-12-03 07:18 PM, ebb,-7.6
2024-12-03 10:48 PM, slack,-
2024-12-04 01:54 AM, flood,7.0
2024-12-04 05:48 AM, slack,-
2024-12-04 08:36 AM, ebb,-5.6
2024-12-04 12:36 PM, slack,-
2024-12-04 02:30 PM, flood,2.7
2024-12-04 04:54 PM, slack,-
2024-12-04 08:00 PM, ebb,-7.1
2024-12-04 11:24 PM, slack,-
2024-12-05 02:36 AM, flood,6.9
2024-12-05 06:30 AM, slack,-
2024-12-05 09:12 AM, ebb,-5.8
2024-12-05 01:24 PM, slack,-
2024-12-05 03:18 PM, flood,2.5
2024-12-05 05:48 PM, slack,-
2024-12-05 08:48 PM, ebb,-6.3
2024-12-06 12:12 AM, slack,-
2024-12-06 03:18 AM, flood,6.3
2024-12-06 07:06 AM, slack,-
2024-12-06 09:48 AM, ebb,-5.8
2024-12-06 02:12 PM, slack,-
2024-12-06 04:06 PM, flood,2.4
2024-12-06 06:48 PM, slack,-
2024-12-06 09:42 PM, ebb,-5.4
2024-12-07 01:12 AM, slack,-
2024-12-07 04:06 AM, flood,5.5
2024-12-07 07:48 AM, slack,-
2024-12-07 10:36 AM, ebb,-5.7
2024-12-07 03:06 PM, slack,-
2024-12-07 05:06 PM, flood,2.5
2024-12-07 08:06 PM, slack,-
2024-12-07 10:48 PM, ebb,-4.5
2024-12-08 02:18 AM, slack,-
2024-12-08 05:06 AM, flood,4.7
2024-12-08 08:42 AM, slack,-
2024-12-08 11:36 AM, ebb,-5.6
2024-12-08 04:00 PM, slack,-
2024-12-08 06:18 PM, flood,2.7
2024-12-08 09:24 PM, slack,-
2024-12-09 12:00 AM, ebb,-4.1
2024-12-09 03:36 AM, slack,-
2024-12-09 06:12 AM, flood,4.3
2024-12-09 09:36 AM, slack,-
2024-12-09 12:36 PM, ebb,-5.9
2024-12-09 04:54 PM, slack,-
2024-12-09 07:54 PM, flood,3.2
2024-12-09 10:42 PM, slack,-
2024-12-10 01:24 AM, ebb,-4.2
2024-12-10 04:48 AM, slack,-
2024-12-10 07:24 AM, flood,4.3
2024-12-10 10:36 AM, slack,-
2024-12-10 01:36 PM, ebb,-6.4
2024-12-10 05:48 PM, slack,-
2024-12-10 09:30 PM, flood,4.0
2024-12-10 11:48 PM, slack,-
2024-12-11 02:48 AM, ebb,-4.6
2024-12-11 05:48 AM, slack,-
2024-12-11 08:30 AM, flood,4.7
2024-12-11 11:36 AM, slack,-
2024-12-11 02:36 PM, ebb,-7.1
2024-12-11 06:42 PM, slack,-
2024-12-11 10:24 PM, flood,4.9
2024-12-12 12:48 AM, slack,-
2024-12-12 03:54 AM, ebb,-5.2
2024-12-12 06:48 AM, slack,-
2024-12-12 09:36 AM, flood,5.1
2024-12-12 12:24 PM, slack,-
2024-12-12 03:30 PM, ebb,-7.8
2024-12-12 07:30 PM, slack,-
2024-12-12 11:12 PM, flood,5.7
2024-12-13 01:48 AM, slack,-
2024-12-13 04:54 AM, ebb,-5.6
2024-12-13 07:42 AM, slack,-
2024-12-13 10:24 AM, flood,5.4
2024-12-13 01:12 PM, slack,-
2024-12-13 04:18 PM, ebb,-8.4
2024-12-13 08:18 PM, slack,-
2024-12-13 11:54 PM, flood,6.3
2024-12-14 02:42 AM, slack,-
2024-12-14 05:48 AM, ebb,-5.8
2024-12-14 08:36 AM, slack,-
2024-12-14 11:12 AM, flood,5.3
2024-12-14 02:00 PM, slack,-
2024-12-14 05:06 PM, ebb,-8.6
2024-12-14 09:00 PM, slack,-
2024-12-15 12:42 AM, flood,6.7
2024-12-15 03:36 AM, slack,-
2024-12-15 06:42 AM, ebb,-6.0
2024-12-15 09:36 AM, slack,-
2024-12-15 12:06 PM, flood,4.8
2024-12-15 02:48 PM, slack,-
2024-12-15 05:48 PM, ebb,-8.3
2024-12-15 09:48 PM, slack,-
2024-12-16 01:30 AM, flood,6.9
2024-12-16 04:24 AM, slack,-
2024-12-16 07:42 AM, ebb,-6.2
2024-12-16 10:30 AM, slack,-
2024-12-16 12:54 PM, flood,4.2
2024-12-16 03:36 PM, slack,-
2024-12-16 06:36 PM, ebb,-7.8
2024-12-16 10:30 PM, slack,-
2024-12-17 02:12 AM, flood,6.7
2024-12-17 05:12 AM, slack,-
2024-12-17 08:30 AM, ebb,-6.3
2024-12-17 11:30 AM, slack,-
2024-12-17 01:54 PM, flood,3.7
2024-12-17 04:24 PM, slack,-
2024-12-17 07:24 PM, ebb,-6.9
2024-12-17 11:12 PM, slack,-
2024-12-18 02:48 AM, flood,6.2
2024-12-18 05:54 AM, slack,-
2024-12-18 09:18 AM, ebb,-6.2
2024-12-18 12:24 PM, slack,-
2024-12-18 02:48 PM, flood,3.3
2024-12-18 05:18 PM, slack,-
2024-12-18 08:12 PM, ebb,-6.0
2024-12-19 12:00 AM, slack,-
2024-12-19 03:12 AM, flood,5.4
2024-12-19 06:30 AM, slack,-
2024-12-19 09:54 AM, ebb,-5.8
2024-12-19 01:12 PM, slack,-
2024-12-19 03:30 PM, flood,2.9
2024-12-19 06:18 PM, slack,-
2024-12-19 09:00 PM, ebb,-5.0
2024-12-20 12:48 AM, slack,-
2024-12-20 03:42 AM, flood,4.5
2024-12-20 07:06 AM, slack,-
2024-12-20 10:24 AM, ebb,-5.2
2024-12-20 02:00 PM, slack,-
2024-12-20 04:18 PM, flood,2.6
2024-12-20 07:12 PM, slack,-
2024-12-20 09:48 PM, ebb,-4.1
2024-12-21 01:42 AM, slack,-
2024-12-21 04:18 AM, flood,3.5
2024-12-21 07:48 AM, slack,-
2024-12-21 10:48 AM, ebb,-4.6
2024-12-21 02:42 PM, slack,-
2024-12-21 05:12 PM, flood,2.4
2024-12-21 08:12 PM, slack,-
2024-12-21 10:48 PM, ebb,-3.3
2024-12-22 02:42 AM, slack,-
2024-12-22 05:06 AM, flood,2.8
2024-12-22 08:30 AM, slack,-
2024-12-22 11:24 AM, ebb,-4.2
2024-12-22 03:30 PM, slack,-
2024-12-22 06:54 PM, flood,2.2
2024-12-22 09:12 PM, slack,-
2024-12-23 01:06 AM, ebb,-3.2
2024-12-23 03:48 AM, slack,-
2024-12-23 06:12 AM, flood,2.5
2024-12-23 09:18 AM, slack,-
2024-12-23 12:12 PM, ebb,-4.1
2024-12-23 04:18 PM, slack,-
2024-12-23 08:00 PM, flood,2.3
2024-12-23 10:18 PM, slack,-
2024-12-24 02:12 AM, ebb,-3.4
2024-12-24 04:48 AM, slack,-
2024-12-24 07:06 AM, flood,2.6
2024-12-24 10:06 AM, slack,-
2024-12-24 01:00 PM, ebb,-4.4
2024-12-24 05:12 PM, slack,-
2024-12-24 09:06 PM, flood,2.6
2024-12-24 11:12 PM, slack,-
2024-12-25 03:06 AM, ebb,-3.8
2024-12-25 05:36 AM, slack,-
2024-12-25 08:06 AM, flood,3.0
2024-12-25 11:00 AM, slack,-
2024-12-25 01:48 PM, ebb,-4.9
2024-12-25 05:54 PM, slack,-
2024-12-25 09:54 PM, flood,3.2
2024-12-26 12:06 AM, slack,-
2024-12-26 03:54 AM, ebb,-4.2
2024-12-26 06:24 AM, slack,-
2024-12-26 08:54 AM, flood,3.4
2024-12-26 11:42 AM, slack,-
2024-12-26 02:30 PM, ebb,-5.7
2024-12-26 06:36 PM, slack,-
2024-12-26 10:24 PM, flood,3.9
2024-12-27 12:54 AM, slack,-
2024-12-27 04:30 AM, ebb,-4.6
2024-12-27 07:12 AM, slack,-
2024-12-27 09:42 AM, flood,3.8
2024-12-27 12:24 PM, slack,-
2024-12-27 03:12 PM, ebb,-6.5
2024-12-27 07:12 PM, slack,-
2024-12-27 10:36 PM, flood,4.7
2024-12-28 01:42 AM, slack,-
2024-12-28 05:06 AM, ebb,-4.9
2024-12-28 08:00 AM, slack,-
2024-12-28 10:24 AM, flood,3.9
2024-12-28 01:00 PM, slack,-
2024-12-28 03:54 PM, ebb,-7.2
2024-12-28 07:48 PM, slack,-
2024-12-28 10:54 PM, flood,5.6
2024-12-29 02:30 AM, slack,-
2024-12-29 05:42 AM, ebb,-5.1
2024-12-29 08:54 AM, slack,-
2024-12-29 11:00 AM, flood,3.7
2024-12-29 01:36 PM, slack,-
2024-12-29 04:36 PM, ebb,-7.6
2024-12-29 08:24 PM, slack,-
2024-12-29 11:24 PM, flood,6.4
2024-12-30 03:12 AM, slack,-
2024-12-30 06:18 AM, ebb,-5.4
2024-12-30 09:42 AM, slack,-
2024-12-30 11:48 AM, flood,3.4
2024-12-30 02:18 PM, slack,-
2024-12-30 05:18 PM, ebb,-7.7
2024-12-30 09:00 PM, slack,-
2024-12-31 12:00 AM, flood,6.9
2024-12-31 03:54 AM, slack,-
2024-12-31 06:54 AM, ebb,-5.7
2024-12-31 10:30 AM, slack,-
2024-12-31 12:30 PM, flood,3.2
2024-12-31 03:06 PM, slack,-
2024-12-31 06:06 PM, ebb,-7.5
2024-12-31 09:42 PM, slack,-
