,Normalized_Current_Speed,Normalized_Height,Moon Illuminated,Cluster
0,0.37735849056603776,0.812734082397004,0.75,2
1,0.339622641509434,0.7940074906367041,0.67,2
2,0.30188679245283034,0.7696629213483146,0.58,2
3,0.30188679245283034,0.7359550561797754,0.48,2
4,0.39622641509433987,0.6985018726591758,0.39,2
5,0.5283018867924528,0.6647940074906367,0.29,1
6,0.6603773584905662,0.6441947565543071,0.2,1
7,0.7924528301886794,0.6423220973782773,0.13,1
8,0.8867924528301888,0.7584269662921348,0.06,1
9,0.9056603773584907,0.848314606741573,0.02,1
10,0.8679245283018869,0.9063670411985021,0.0,1
11,0.7924528301886794,0.9456928838951308,0.01,1
12,0.7169811320754716,0.9719101123595506,0.05,1
13,0.6603773584905662,0.99063670411985,0.11,1
14,0.6603773584905662,1.0000000000000002,0.2,1
15,0.6226415094339622,0.9962546816479401,0.3,1
16,0.5283018867924528,0.9700374531835207,0.41,1
17,0.4905660377358493,0.9176029962546817,0.52,2
18,0.5094339622641512,0.842696629213483,0.63,2
19,0.5849056603773587,0.7565543071161049,0.73,0
20,0.6603773584905662,0.6741573033707866,0.82,0
21,0.6792452830188681,0.7621722846441947,0.89,0
22,0.6415094339622643,0.8445692883895133,0.94,0
23,0.5660377358490566,0.8707865168539326,0.98,0
24,0.5283018867924528,0.8632958801498127,1.0,0
25,0.4905660377358493,0.842696629213483,1.0,0
26,0.4716981132075472,0.8277153558052437,0.98,0
27,0.4716981132075472,0.8220973782771535,0.94,0
28,0.4716981132075472,0.8220973782771535,0.89,0
29,0.4716981132075472,0.8146067415730338,0.82,0
30,0.4339622641509434,0.792134831460674,0.74,0
31,0.39622641509433987,0.7490636704119848,0.66,2
32,0.39622641509433987,0.6910112359550562,0.56,2
33,0.4528301886792455,0.6292134831460674,0.47,2
34,0.5471698113207549,0.5786516853932586,0.36,2
35,0.6603773584905662,0.5524344569288391,0.27,1
36,0.7169811320754716,0.6404494382022474,0.18,1
37,0.7547169811320756,0.7415730337078652,0.1,1
38,0.7547169811320756,0.8146067415730338,0.04,1
39,0.7169811320754716,0.8707865168539326,0.01,1
40,0.6792452830188681,0.9157303370786518,0.0,1
41,0.7169811320754716,0.9531835205992512,0.03,1
42,0.7547169811320756,0.9812734082397003,0.08,1
43,0.7169811320754716,0.9868913857677903,0.16,1
44,0.6603773584905662,0.9588014981273407,0.26,1
45,0.5849056603773587,0.8932584269662922,0.36,1
46,0.5094339622641512,0.7902621722846441,0.47,2
47,0.4716981132075472,0.6647940074906367,0.58,2
48,0.4716981132075472,0.5430711610486891,0.68,2
49,0.4716981132075472,0.6591760299625469,0.77,0
50,0.4905660377358493,0.7434456928838951,0.84,0
51,0.5471698113207549,0.7790262172284643,0.91,0
52,0.5660377358490566,0.7771535580524342,0.96,0
53,0.5283018867924528,0.7602996254681647,0.99,0
54,0.5094339622641512,0.747191011235955,1.0,0
55,0.5094339622641512,0.7453183520599249,0.99,0
56,0.5283018867924528,0.7509363295880152,0.97,0
57,0.5471698113207549,0.752808988764045,0.93,0
58,0.5660377358490566,0.7378277153558053,0.88,0
59,0.5660377358490566,0.7003745318352059,0.81,0
60,0.5660377358490566,0.646067415730337,0.73,0
61,0.5283018867924528,0.5805243445692885,0.63,2
62,0.5283018867924528,0.5131086142322097,0.53,2
63,0.5283018867924528,0.45318352059925116,0.43,2
64,0.5471698113207549,0.5168539325842698,0.32,2
65,0.5471698113207549,0.6161048689138577,0.22,1
66,0.5660377358490566,0.6947565543071161,0.13,1
67,0.6226415094339622,0.7602996254681647,0.06,1
68,0.7169811320754716,0.8183520599250935,0.02,1
69,0.7735849056603775,0.8689138576779027,0.0,1
70,0.7924528301886794,0.9082397003745319,0.01,1
71,0.7924528301886794,0.9213483146067418,0.06,1
72,0.7735849056603775,0.9007490636704121,0.13,1
73,0.7169811320754716,0.8333333333333333,0.21,1
74,0.6226415094339622,0.7247191011235956,0.31,1
75,0.5094339622641512,0.5823970037453183,0.41,2
76,0.37735849056603776,0.5280898876404494,0.52,2
77,0.30188679245283034,0.5767790262172283,0.62,2
78,0.39622641509433987,0.6329588014981273,0.71,2
79,0.4905660377358493,0.6666666666666665,0.79,0
80,0.5283018867924528,0.6760299625468165,0.87,0
81,0.5283018867924528,0.6685393258426966,0.92,0
82,0.5094339622641512,0.657303370786517,0.97,0
83,0.5283018867924528,0.6554307116104867,0.99,0
84,0.5660377358490566,0.6610486891385767,1.0,0
85,0.6037735849056606,0.6629213483146068,0.99,0
86,0.6415094339622643,0.6516853932584268,0.96,0
87,0.69811320754717,0.6217228464419475,0.92,0
88,0.7358490566037738,0.5767790262172283,0.86,0
89,0.7169811320754716,0.5243445692883895,0.78,0
90,0.6415094339622643,0.5000000000000002,0.69,0
91,0.5283018867924528,0.39138576779026235,0.59,2
92,0.41509433962264153,0.5074906367041199,0.48,2
93,0.358490566037736,0.5580524344569286,0.37,2
94,0.4528301886792455,0.6217228464419475,0.26,2
95,0.5849056603773587,0.6853932584269662,0.17,1
96,0.69811320754717,0.747191011235955,0.09,1
97,0.7924528301886794,0.8014981273408239,0.03,1
98,0.8301886792452832,0.842696629213483,0.0,1
99,0.849056603773585,0.8576779026217227,0.0,1
100,0.849056603773585,0.837078651685393,0.04,1
101,0.8301886792452832,0.7752808988764044,0.09,1
102,0.7547169811320756,0.7097378277153559,0.17,1
103,0.6415094339622643,0.6591760299625469,0.26,1
104,0.4528301886792455,0.3820224719101124,0.35,2
105,0.28301886792452835,0.6179775280898876,0.45,2
106,0.3207547169811321,0.6029962546816479,0.55,2
107,0.37735849056603776,0.6029962546816479,0.65,2
108,0.41509433962264153,0.6067415730337078,0.74,2
109,0.4339622641509434,0.6048689138576777,0.82,0
110,0.4528301886792455,0.6029962546816479,0.88,0
111,0.4905660377358493,0.6029962546816479,0.94,0
112,0.5660377358490566,0.6048689138576777,0.97,0
113,0.6415094339622643,0.601123595505618,1.0,0
114,0.7169811320754716,0.6086142322097376,1.0,0
115,0.7924528301886794,0.6591760299625469,0.98,0
116,0.849056603773585,0.6835205992509361,0.95,0
117,0.849056603773585,0.6797752808988764,0.89,0
118,0.7924528301886794,0.657303370786517,0.82,0
119,0.6415094339622643,0.6348314606741572,0.73,0
120,0.4528301886792455,0.28838951310861427,0.63,2
121,0.3207547169811321,0.6329588014981273,0.52,2
122,0.37735849056603776,0.657303370786517,0.4,2
123,0.4905660377358493,0.696629213483146,0.29,1
124,0.6226415094339622,0.7434456928838951,0.19,1
125,0.7358490566037738,0.7865168539325842,0.11,1
126,0.8301886792452832,0.8183520599250935,0.05,1
127,0.8867924528301888,0.8258426966292134,0.01,1
128,0.9056603773584907,0.8014981273408239,0.0,1
129,0.8867924528301888,0.8239700374531835,0.02,1
130,0.8301886792452832,0.8220973782771535,0.06,1
131,0.7169811320754716,0.7865168539325842,0.13,1
132,0.5471698113207549,0.7340823970037456,0.21,1
133,0.339622641509434,0.6835205992509361,0.3,2
134,0.30188679245283034,0.12172284644194775,0.39,2
135,0.28301886792452835,0.6441947565543071,0.49,2
136,0.2641509433962266,0.6217228464419475,0.58,2
137,0.2641509433962266,0.6086142322097376,0.67,2
138,0.30188679245283034,0.6029962546816479,0.76,2
139,0.39622641509433987,0.5992509363295881,0.83,0
140,0.5094339622641512,0.5936329588014984,0.9,0
141,0.6226415094339622,0.5842696629213484,0.95,0
142,0.7547169811320756,0.6235955056179774,0.98,0
143,0.849056603773585,0.7003745318352059,1.0,0
144,0.9056603773584907,0.7490636704119848,0.99,0
145,0.9056603773584907,0.7715355805243445,0.96,0
146,0.849056603773585,0.7752808988764044,0.92,0
147,0.7547169811320756,0.7696629213483146,0.85,0
148,0.5849056603773587,0.7640449438202246,0.76,0
149,0.39622641509433987,0.7677902621722847,0.66,2
150,0.41509433962264153,0.12734082397003732,0.55,2
151,0.4528301886792455,0.7808988764044944,0.43,2
152,0.5283018867924528,0.7996254681647941,0.32,1
153,0.6226415094339622,0.8164794007490637,0.22,1
154,0.7547169811320756,0.8220973782771535,0.13,1
155,0.849056603773585,0.8108614232209737,0.06,1
156,0.9245283018867924,0.7771535580524342,0.02,1
157,0.9245283018867924,0.8239700374531835,0.0,1
158,0.8679245283018869,0.848314606741573,0.01,1
159,0.7358490566037738,0.8352059925093631,0.04,1
160,0.5849056603773587,0.803370786516854,0.09,1
161,0.41509433962264153,0.7640449438202246,0.16,1
162,0.28301886792452835,0.7284644194756553,0.24,2
163,0.07547169811320764,0.696629213483146,0.33,2
164,0.2264150943396227,0.0,0.42,2
165,0.18867924528301894,0.6704119850187265,0.51,2
166,0.20754716981132093,0.6479400749063671,0.61,2
167,0.28301886792452835,0.6235955056179774,0.7,2
168,0.39622641509433987,0.5992509363295881,0.78,2
169,0.5471698113207549,0.5767790262172283,0.86,0
170,0.69811320754717,0.5861423220973783,0.92,0
171,0.8113207547169813,0.6853932584269662,0.97,0
172,0.8867924528301888,0.7509363295880152,0.99,0
173,0.9056603773584907,0.792134831460674,1.0,0
174,0.849056603773585,0.8183520599250935,0.98,0
175,0.7735849056603775,0.8352059925093631,0.93,0
176,0.6603773584905662,0.848314606741573,0.87,0
177,0.5660377358490566,0.859550561797753,0.78,0
178,0.5283018867924528,0.8651685393258426,0.68,0
179,0.24528301886792458,0.8614232209737829,0.57,2
180,0.5094339622641512,0.09737827715355807,0.45,2
181,0.5283018867924528,0.8445692883895133,0.34,1
182,0.6226415094339622,0.8146067415730338,0.24,1
183,0.7547169811320756,0.7715355805243445,0.15,1
184,0.849056603773585,0.7191011235955058,0.08,1
185,0.8679245283018869,0.7827715355805245,0.03,1
186,0.8301886792452832,0.8146067415730338,0.01,1
187,0.7169811320754716,0.8108614232209737,0.0,1
188,0.5660377358490566,0.792134831460674,0.02,1
189,0.4528301886792455,0.7696629213483146,0.06,1
190,0.39622641509433987,0.7509363295880152,0.12,1
191,0.339622641509434,0.7340823970037456,0.18,1
192,0.30188679245283034,0.7134831460674156,0.26,2
193,0.2641509433962266,0.6835205992509361,0.35,2
194,0.0,0.6404494382022474,0.44,2
195,0.2641509433962266,0.05243445692883908,0.54,2
196,0.3207547169811321,0.5898876404494382,0.63,2
197,0.4339622641509434,0.5430711610486891,0.72,2
198,0.5849056603773587,0.5074906367041199,0.81,0
199,0.69811320754717,0.6161048689138577,0.88,0
200,0.7924528301886794,0.6928838951310861,0.94,0
201,0.8113207547169813,0.747191011235955,0.98,0
202,0.7924528301886794,0.7865168539325842,1.0,0
203,0.7358490566037738,0.8202247191011236,0.99,0
204,0.6603773584905662,0.8520599250936327,0.95,0
205,0.69811320754717,0.8764044943820226,0.89,0
206,0.6603773584905662,0.8876404494382022,0.8,0
207,0.6037735849056606,0.8764044943820226,0.7,0
208,0.2641509433962266,0.837078651685393,0.59,2
209,0.5471698113207549,0.7715355805243445,0.48,2
210,0.5660377358490566,0.31647940074906367,0.37,2
211,0.6226415094339622,0.6910112359550562,0.26,1
212,0.6792452830188681,0.6329588014981273,0.18,1
213,0.7169811320754716,0.7209737827715357,0.1,1
214,0.69811320754717,0.7546816479400749,0.05,1
215,0.6226415094339622,0.752808988764045,0.01,1
216,0.5660377358490566,0.7340823970037456,0.0,1
217,0.4905660377358493,0.7153558052434457,0.01,1
218,0.4528301886792455,0.7059925093632959,0.03,1
219,0.4339622641509434,0.7003745318352059,0.08,1
220,0.41509433962264153,0.6910112359550562,0.13,1
221,0.41509433962264153,0.6647940074906367,0.21,1
222,0.37735849056603776,0.6179775280898876,0.29,2
223,0.37735849056603776,0.5543071161048689,0.38,2
224,0.018867924528301994,0.4850187265917605,0.47,2
225,0.41509433962264153,0.4269662921348316,0.57,2
226,0.4716981132075472,0.40074906367041185,0.67,2
227,0.5471698113207549,0.5187265917602997,0.76,0
228,0.6037735849056606,0.6048689138576777,0.85,0
229,0.6415094339622643,0.6685393258426966,0.92,0
230,0.6603773584905662,0.7191011235955058,0.97,0
231,0.6603773584905662,0.7659176029962549,1.0,0
232,0.7169811320754716,0.8089887640449436,0.99,0
233,0.7547169811320756,0.8445692883895133,0.96,0
234,0.7735849056603775,0.8614232209737829,0.91,0
235,0.7547169811320756,0.8501872659176029,0.82,0
236,0.69811320754717,0.7996254681647941,0.73,0
237,0.6226415094339622,0.7116104868913857,0.62,0
238,0.18867924528301894,0.5973782771535581,0.51,2
239,0.5660377358490566,0.48127340823970033,0.4,2
240,0.5283018867924528,0.5786516853932586,0.3,2
241,0.5094339622641512,0.657303370786517,0.21,1
242,0.6037735849056606,0.6928838951310861,0.13,1
243,0.6226415094339622,0.6947565543071161,0.07,1
244,0.5849056603773587,0.6779026217228465,0.03,1
245,0.5094339622641512,0.657303370786517,0.01,1
246,0.4716981132075472,0.6479400749063671,0.0,1
247,0.4716981132075472,0.6441947565543071,0.01,1
248,0.4905660377358493,0.636704119850187,0.05,1
249,0.5283018867924528,0.6142322097378277,0.09,1
250,0.5471698113207549,0.5730337078651684,0.15,1
251,0.5471698113207549,0.5112359550561796,0.23,1
252,0.5283018867924528,0.4382022471910114,0.31,2
253,0.15094339622641506,0.36704119850187267,0.41,2
254,0.4905660377358493,0.3820224719101124,0.51,2
255,0.4528301886792455,0.45692883895131087,0.61,2
256,0.4339622641509434,0.5374531835205993,0.71,2
257,0.4905660377358493,0.6067415730337078,0.81,0
258,0.6037735849056606,0.6666666666666665,0.89,0
259,0.69811320754717,0.7247191011235956,0.95,0
260,0.7547169811320756,0.7771535580524342,0.99,0
261,0.8113207547169813,0.8202247191011236,1.0,0
262,0.8301886792452832,0.8408239700374531,0.98,0
263,0.849056603773585,0.8295880149812735,0.93,0
264,0.849056603773585,0.7734082397003745,0.85,0
265,0.7735849056603775,0.6760299625468165,0.76,0
266,0.6415094339622643,0.5786516853932586,0.66,0
267,0.24528301886792458,0.5617977528089886,0.55,2
268,0.4905660377358493,0.5842696629213484,0.44,2
269,0.4339622641509434,0.6254681647940077,0.34,2
270,0.5283018867924528,0.6535580524344569,0.25,1
271,0.5660377358490566,0.6591760299625469,0.17,1
272,0.5471698113207549,0.6498127340823969,0.1,1
273,0.5094339622641512,0.6348314606741572,0.05,1
274,0.4905660377358493,0.6235955056179774,0.02,1
275,0.5094339622641512,0.6161048689138577,0.0,1
276,0.5471698113207549,0.6067415730337078,0.0,1
277,0.6037735849056606,0.5842696629213484,0.02,1
278,0.6792452830188681,0.5617977528089886,0.06,1
279,0.7169811320754716,0.5805243445692885,0.11,1
280,0.69811320754717,0.5767790262172283,0.18,1
281,0.6226415094339622,0.5524344569288391,0.26,1
282,0.4905660377358493,0.5243445692883895,0.35,2
283,0.37735849056603776,0.5224719101123596,0.45,2
284,0.358490566037736,0.5561797752808988,0.56,2
285,0.41509433962264153,0.610486891385768,0.67,2
286,0.5283018867924528,0.6704119850187265,0.77,0
287,0.6415094339622643,0.7303370786516852,0.86,0
288,0.7547169811320756,0.7865168539325842,0.93,0
289,0.8301886792452832,0.8333333333333333,0.98,0
290,0.8867924528301888,0.8558052434456929,1.0,0
291,0.9245283018867924,0.8445692883895133,0.99,0
292,0.9433962264150947,0.8052434456928839,0.95,0
293,0.8867924528301888,0.812734082397004,0.88,0
294,0.7735849056603775,0.7846441947565543,0.8,0
295,0.5849056603773587,0.7397003745318351,0.71,0
296,0.339622641509434,0.696629213483146,0.6,2
297,0.37735849056603776,0.6722846441947568,0.5,2
298,0.41509433962264153,0.6666666666666665,0.4,2
299,0.4339622641509434,0.6629213483146068,0.31,2
300,0.4339622641509434,0.657303370786517,0.22,1
301,0.41509433962264153,0.6498127340823969,0.15,1
302,0.4339622641509434,0.6404494382022474,0.09,1
303,0.4905660377358493,0.6292134831460674,0.04,1
304,0.5849056603773587,0.6161048689138577,0.01,1
305,0.6792452830188681,0.5955056179775282,0.0,1
306,0.7547169811320756,0.6647940074906367,0.01,1
307,0.8113207547169813,0.7116104868913857,0.03,1
308,0.8113207547169813,0.7340823970037456,0.07,1
309,0.7547169811320756,0.7303370786516852,0.14,1
310,0.6226415094339622,0.7097378277153559,0.21,1
311,0.5471698113207549,0.6891385767790263,0.3,1
312,0.4339622641509434,0.6853932584269662,0.4,2
313,0.358490566037736,0.7041198501872661,0.51,2
314,0.4528301886792455,0.7397003745318351,0.62,2
315,0.5471698113207549,0.7846441947565543,0.73,0
316,0.6792452830188681,0.8314606741573034,0.83,0
317,0.8113207547169813,0.8689138576779027,0.91,0
318,0.9056603773584907,0.8876404494382022,0.96,0
319,0.9811320754716982,0.8764044943820226,0.99,0
320,1.0,0.859550561797753,1.0,0
321,0.9433962264150947,0.9157303370786518,0.97,0
322,0.849056603773585,0.9232209737827717,0.92,0
323,0.6792452830188681,0.8932584269662922,0.85,0
324,0.4528301886792455,0.8445692883895133,0.76,0
325,0.37735849056603776,0.7940074906367041,0.67,2
326,0.339622641509434,0.7509363295880152,0.57,2
327,0.28301886792452835,0.7228464419475655,0.47,2
328,0.2641509433962266,0.7022471910112358,0.38,2
329,0.2641509433962266,0.6853932584269662,0.29,2
330,0.3207547169811321,0.6704119850187265,0.21,2
331,0.41509433962264153,0.6535580524344569,0.14,1
332,0.5471698113207549,0.6329588014981273,0.08,1
333,0.6792452830188681,0.6142322097378277,0.04,1
334,0.7924528301886794,0.7134831460674156,0.01,1
335,0.849056603773585,0.7827715355805245,0.0,1
336,0.849056603773585,0.8239700374531835,0.01,1
337,0.8113207547169813,0.842696629213483,0.05,1
338,0.7169811320754716,0.8464419475655431,0.1,1
339,0.6792452830188681,0.8445692883895133,0.17,1
340,0.5660377358490566,0.842696629213483,0.26,1
341,0.4528301886792455,0.8464419475655431,0.36,2
342,0.4339622641509434,0.8558052434456929,0.47,2
343,0.4905660377358493,0.8707865168539326,0.58,2
344,0.5849056603773587,0.8857677902621723,0.69,0
345,0.7169811320754716,0.8951310861423221,0.79,0
346,0.849056603773585,0.8913857677902624,0.88,0
347,0.9622641509433963,0.8726591760299625,0.94,0
348,1.0,0.8389513108614233,0.98,0
349,0.9433962264150947,0.9307116104868911,1.0,0
350,0.849056603773585,0.9662921348314606,0.99,0
351,0.6792452830188681,0.9606741573033706,0.95,0
352,0.5471698113207549,0.9307116104868911,0.89,0
353,0.4716981132075472,0.8913857677902624,0.82,0
354,0.358490566037736,0.8520599250936327,0.74,2
355,0.24528301886792458,0.812734082397004,0.65,2
356,0.16981132075471705,0.7771535580524342,0.56,2
357,0.15094339622641506,0.7378277153558053,0.46,2
358,0.20754716981132093,0.6985018726591758,0.37,2
359,0.30188679245283034,0.6591760299625469,0.28,2
360,0.4528301886792455,0.6217228464419475,0.2,1
361,0.6037735849056606,0.5917602996254681,0.13,1
362,0.7358490566037738,0.6947565543071161,0.07,1
363,0.8113207547169813,0.7827715355805245,0.03,1
364,0.8301886792452832,0.8389513108614233,0.01,1
365,0.7924528301886794,0.8745318352059928,0.0,1
